BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000003646,1550,Van Beuningenplein,Utrecht,Weg
0344300000001658,2560,Van Bijnkershoeklaan,Utrecht,Weg
0344300000000680,2180,Van Brakelstraat,Utrecht,Weg
0344300000000681,2190,Van Brammendreef,Utrecht,Weg
0344300000003702,15809,Van de Hulsthof,Utrecht,Weg
0344300000000506,2060,Van den Boschstraat,Utrecht,Weg
0344300000002684,2345,Van den Broekstraat,Utrecht,Weg
0344300000002492,3940,Van der Duijnstraat,Utrecht,Weg
0344300000001614,5050,Van der Goesstraat,Utrecht,Weg
0344300000001690,5730,Van der Helststraat,Utrecht,Weg
0344300000001707,9630,Van der Marckstraat,Utrecht,Weg
0344300000002947,10360,Van der Mondestraat,Utrecht,Weg
0344300000000507,11950,Van der Palmstraat,Utrecht,Weg
0344300000001714,12140,Van der Pekstraat,Utrecht,Weg
0344300000000508,14670,Van der Steenstraat,Utrecht,Weg
0344300000003518,16196,Van der Vlugtsingel,Utrecht,Weg
0344300000001283,16730,Van der Werffplein,Utrecht,Weg
0344300000002349,3388,Van Deventerlaan,Utrecht,Weg
0344300000000682,3440,Van Diemenstraat,Utrecht,Weg
0344300000002553,3945,Van Duvenvoordestraat,Utrecht,Weg
0344300000001681,3970,Van Eechoudlaan,Utrecht,Weg
0344300000002686,4005,Van Eesterenstraat,Utrecht,Weg
0344300000000683,4040,Van Egmondkade,Utrecht,Weg
0344300000000684,4070,Van Eimerenstraat,Utrecht,Weg
0344300000002554,4256,Van Esveldstraat,Utrecht,Weg
0344300000003647,4310,Van Everdingenlaan,Utrecht,Weg
0344300000000685,4340,Van Eysingalaan,Utrecht,Weg
0344300000000686,5010,Van Ginnekenlaan,Utrecht,Weg
0344300000003300,4699,Van Goghlaan,Utrecht,Weg
0344300000003036,17843,Van Heemskerklaan,De Meern,Weg
0344300000001421,5665,Van Heesstraat,Utrecht,Weg
0344300000000687,5875,Van Herwerdenlaan,Utrecht,Weg
0344300000002555,5880,Van Heukelomlaan,Utrecht,Weg
0344300000001692,5900,Van Heutszstraat,Utrecht,Weg
0344300000002913,5920,Van Heuven Goedhartlaan,Utrecht,Weg
0344300000000688,6120,Van Hogendorpstraat,Utrecht,Weg
0344300000000689,6290,Van Hoornekade,Utrecht,Weg
0344300000003595,6500,Van Humboldtstraat,Utrecht,Weg
0344300000001695,6610,Van Imhoffstraat,Utrecht,Weg
0344300000001610,7185,Van Karnebeekstraat,Utrecht,Weg
0344300000002556,7530,Van Kleffenslaan,Utrecht,Weg
0344300000000690,7750,Van Koetsveldstraat,Utrecht,Weg
0344300000003080,17844,Van Lawick van Pabstlaan,De Meern,Weg
0344300000001611,8740,Van Leeuwenhoeckstraat,Utrecht,Weg
0344300000002115,17980,Van Leeuwenhoekplantsoen,Vleuten,Weg
0344300000003461,19508,Van Leeuwenhoekplantsoen,Vleuten,Landschappelijk gebied
0344300000000691,8850,Van Lennepdwarsstraat,Utrecht,Weg
0344300000001704,8860,Van Lennepstraat,Utrecht,Weg
0344300000002557,8950,Van Lidth de Jeudestraat,Utrecht,Weg
0344300000000692,8960,Van Lieflandlaan,Utrecht,Weg
0344300000000693,9000,Van Limburg Brouwerstraat,Utrecht,Weg
0344300000000694,9010,Van Limburg Stirumplein,Utrecht,Weg
0344300000001705,9020,Van Limburg Stirumstraat,Utrecht,Weg
0344300000000695,9090,Van Lippe Biesterfeldstraat,Utrecht,Weg
0344300000002558,9235,Van Loonlaan,Utrecht,Weg
0344300000000696,9360,Van Lynden van Sandenburglaan,Utrecht,Weg
0344300000000697,9780,Van Marumstraat,Utrecht,Weg
0344300000002559,10080,Van Meursstraat,Utrecht,Weg
0344300000002322,17845,Van Montfoortstraat,De Meern,Weg
0344300000000698,10550,Van Musschenbroekstraat,Utrecht,Weg
0344300000002219,17846,Van Nijenrodelaan,De Meern,Weg
0344300000002689,12862,Van Ravesteijnstraat,Utrecht,Weg
0344300000000699,13000,Van Rensselaerlaan,Utrecht,Weg
0344300000001716,13100,Van Riebeeckstraat,Utrecht,Weg
0344300000000677,5150,Van 's-Gravesandestraat,Utrecht,Weg
0344300000001612,14965,Van Sijpesteijnkade,Utrecht,Weg
0344300000003629,14967,Van Sijpesteijntunnel,Utrecht,Weg
0344300000000700,14350,Van Spanjelaan,Utrecht,Weg
0344300000002560,14390,Van Speijkstraat,Utrecht,Weg
0344300000000701,14590,Van Starkenborghhof,Utrecht,Weg
0344300000002914,14960,Van Swindenstraat,Utrecht,Weg
0344300000001608,6040,Van 't Hoffstraat,Utrecht,Weg
0344300000001276,16230,Van Vollenhovenlaan,Utrecht,Weg
0344300000003101,17981,Van Wanroystraat,Vleuten,Weg
0344300000000702,16634,Van Weerden Poelmanlaan,Utrecht,Weg
0344300000002275,17982,Van Woerdenstraat,Vleuten,Weg
0344300000000703,17660,Van Zijlstraat,Utrecht,Weg
0344300000001613,17680,Van Zijstweg,Utrecht,Weg
0344300000002220,17847,Van Zuylenstraat,De Meern,Weg
0344300000000509,15807,Vancouverdreef,Utrecht,Weg
0344300000002031,15808,Vanilleweg,Utrecht,Weg
0344300000002493,15810,Varkenmarkt,Utrecht,Weg
0344300000000776,15815,Varrolaan,Utrecht,Weg
0344300000002632,19525,Vasalisplantsoen,De Meern,Weg
0344300000000510,15820,Vasco da Gamalaan,Utrecht,Weg
0344300000001217,18732,Vecht,Utrecht,Water
0344300000001195,18603,Vechtbrug,Utrecht,Kunstwerk
0344300000000511,15830,Vechtdijk,Utrecht,Weg
0344300000002494,15840,Vechtensteinlaan,Utrecht,Weg
0344300000002185,15845,Vechtoever,Utrecht,Weg
0344300000001414,18229,Vechtplantsoen,Utrecht,Landschappelijk gebied
0344300000000512,15850,Vechtplantsoen,Utrecht,Weg
0344300000001412,18219,Vechtzoom,Utrecht,Landschappelijk gebied
0344300000002073,15851,Vedergraslaan,Vleuten,Weg
0344300000000513,15863,Veeartsenijpad,Utrecht,Weg
0344300000000514,15867,Veeartsenijstraat,Utrecht,Weg
0344300000002495,15870,Veemarktplein,Utrecht,Weg
0344300000000515,15880,Veemarktstraat,Utrecht,Weg
0344300000000516,15890,Veenhof,Utrecht,Weg
0344300000003106,17049,Veenwortel,De Meern,Weg
0344300000003626,18734,Veilinghaven,Utrecht,Water
0344300000003139,15919,Veilinghavenkade,Utrecht,Weg
0344300000002496,15920,Veilingstraat,Utrecht,Weg
0344300000002070,15931,Veldbloemlaan,Vleuten,Weg
0344300000002099,17848,Veldhuizenlaan,De Meern,Weg
0344300000001765,19067,Veldhuizerbrug,De Meern,Kunstwerk
0344300000001992,19532,Veldhuizerpark,De Meern,Landschappelijk gebied
0344300000002301,17073,Veldhuizerweg,De Meern,Weg
0344300000003861,25023,Veldridderhof,Vleuten,Weg
0344300000003048,15925,Veldruskade,Vleuten,Weg
0344300000000517,15930,Veldstraat,Utrecht,Weg
0344300000003671,17849,Veldzigt,De Meern,Weg
0344300000000518,15937,Venezueladreef,Utrecht,Weg
0344300000002352,15938,Venkelhof,Utrecht,Weg
0344300000001615,15939,Venuslaan,Utrecht,Weg
0344300000001227,15754,Verdilaan,Utrecht,Weg
0344300000002497,15940,Verenigingdwarsstraat,Utrecht,Weg
0344300000001335,15950,Verenigingstraat,Utrecht,Weg
0344300000000519,15960,Vergiliuslaan,Utrecht,Weg
0344300000003586,15970,Verheulstraat,Utrecht,Weg
0344300000003856,25011,Verlengde Hogeweidebaan,Utrecht,Weg
0344300000002915,15980,Verlengde Hoogravenseweg,Utrecht,Weg
0344300000003451,7073,Verlengde Houtrakgracht,Utrecht,Weg
0344300000002609,15991,Verlengde Utrechtseweg,Utrecht,Weg
0344300000002498,15990,Verlengde Vleutenseweg,Utrecht,Weg
0344300000002055,16006,Vermeulenstraat,Utrecht,Weg
0344300000003885,25047,Verthorenpark,Utrecht,Landschappelijk gebied
0344300000002599,16011,Verzetslaan,Utrecht,Weg
0344300000003164,16009,Vespasianusweg,De Meern,Weg
0344300000000521,16010,Vestadreef,Utrecht,Weg
0344300000000522,16015,Vesuvius,Utrecht,Weg
0344300000001735,5785,Victor Herbertstraat,Utrecht,Weg
0344300000001693,16030,Victor Hugoplantsoen,Utrecht,Weg
0344300000000523,16032,Victoria Regiadreef,Utrecht,Weg
0344300000002082,16031,Victorplaats,De Meern,Weg
0344300000002670,16035,Vicuslaan,De Meern,Weg
0344300000003446,18604,Viebrug,Utrecht,Kunstwerk
0344300000003025,16440,Vijgeboomstraat,Utrecht,Weg
0344300000003712,18768,Viking Rijn,Vleuten,Water
0344300000003711,16036,Vikingpad,Vleuten,Weg
0344300000001975,16038,Villatuinlaan,Vleuten,Weg
0344300000003869,25031,Vilniusdijk,Utrecht,Weg
0344300000003042,17983,Vincent van Goghlaan,Vleuten,Weg
0344300000003525,17257,Vincent Youmanshof,Utrecht,Weg
0344300000002499,16040,Vinkenburgstraat,Utrecht,Weg
0344300000000524,16060,Vinkenkade,Utrecht,Weg
0344300000000525,16070,Vinkertlaan,Utrecht,Weg
0344300000000526,16080,Violenstraat,Utrecht,Weg
0344300000003531,16085,Visarendhof,Utrecht,Weg
0344300000002500,16090,Vismarkt,Utrecht,Weg
0344300000000527,16093,Visschersplein,Utrecht,Weg
0344300000002501,16095,Visscherssteeg,Utrecht,Weg
0344300000002084,16121,Vitalisplaats,De Meern,Weg
0344300000003886,25051,Vitóriadreef,Utrecht,Weg
0344300000003343,16123,Vivaldiplantsoen,Utrecht,Weg
0344300000003715,16124,Vlaamse Toren,Utrecht,Weg
0344300000002066,16126,Vlambloemlaan,Vleuten,Weg
0344300000000528,16125,Vlampijpstraat,Utrecht,Weg
0344300000000529,16130,Vlasstraat,Utrecht,Weg
0344300000003739,16131,Vlechtdraadhof,Utrecht,Weg
0344300000002276,17984,Vletland,Vleuten,Weg
0344300000003475,18756,Vleutensche Wetering,Utrecht,Water
0344300000002767,16132,Vleutensebaan,Utrecht,Weg
0344300000000530,16140,Vleutensevaart,Utrecht,Weg
0344300000003587,16150,Vleutenseweg,Utrecht,Weg
0344300000002086,17001,Vleuterweideweg,Vleuten,Weg
0344300000001616,16160,Vliegend Hertlaan,Utrecht,Weg
0344300000000531,16165,Vlieland,Utrecht,Weg
0344300000000532,16170,Vlierboomstraat,Utrecht,Weg
0344300000001378,16180,Vlietstraat,Utrecht,Weg
0344300000000533,16190,Vlijtstraat,Utrecht,Weg
0344300000003410,12036,Vlindersingel,De Meern,Weg
0344300000003171,12035,Vlindersingel,Utrecht,Weg
0344300000001418,16195,Vlisthof,Utrecht,Weg
0344300000003081,17850,Vlowijkerpolder,De Meern,Weg
0344300000001617,16200,Voetiusstraat,Utrecht,Weg
0344300000000534,16210,Vogelsanglaan,Utrecht,Weg
0344300000003153,16205,Vogelvlinderweg,Utrecht,Weg
0344300000000535,16215,Vogezen,Utrecht,Weg
0344300000000536,16220,Volkerakstraat,Utrecht,Weg
0344300000003622,18606,Vollersbrug,Utrecht,Kunstwerk
0344300000000537,16240,Voltastraat,Utrecht,Weg
0344300000001618,7580,Von Kleistlaan,Utrecht,Weg
0344300000000538,16620,Von Weberstraat,Utrecht,Weg
0344300000001196,18607,Vondelbrug,Utrecht,Kunstwerk
0344300000003631,16250,Vondellaan,Utrecht,Weg
0344300000000539,16260,Voor Clarenburg,Utrecht,Weg
0344300000002588,2446,Voor de Burchten,Vleuten,Weg
0344300000002916,16270,Voordorpsedijk,Utrecht,Weg
0344300000001753,16288,Voorsterbeeklaan,Utrecht,Weg
0344300000000540,16280,Voorstraat,Utrecht,Weg
0344300000000541,16290,Voortrekkersdreef,Utrecht,Weg
0344300000000542,16295,Voorveldselaan,Utrecht,Weg
0344300000003547,16312,Voreneng,Vleuten,Weg
0344300000000543,16320,Vosmaerstraat,Utrecht,Weg
0344300000000544,16330,Vossegatselaan,Utrecht,Weg
0344300000002593,16345,Vossenburcht,Vleuten,Weg
0344300000000545,16350,Vredenburg,Utrecht,Weg
0344300000003756,16352,Vredenburgkade,Utrecht,Weg
0344300000003769,16356,Vredenburgpassage,Utrecht,Weg
0344300000003762,16354,Vredenburgplein,Utrecht,Weg
0344300000001197,18608,Vredenburgviaduct,Utrecht,Kunstwerk
0344300000000547,16360,Vredesteeg,Utrecht,Weg
0344300000000548,16370,Vreelanthof,Utrecht,Weg
0344300000003588,16375,Vreuchdenberchdreef,Utrecht,Weg
0344300000001640,16377,Vreugdenhillaan,Utrecht,Weg
0344300000000549,16390,Vrieslantlaan,Utrecht,Weg
0344300000001843,17002,Vrijthof,Vleuten,Weg
0344300000000550,16400,Vronesteinlaan,Utrecht,Weg
0344300000002154,16406,Vrouwe Justitiaplein,Utrecht,Weg
0344300000000551,16408,Vrouwjuttenhof,Utrecht,Weg
0344300000002502,16410,Vrouwjuttenstraat,Utrecht,Weg
0344300000000552,16420,Vulcanusdreef,Utrecht,Weg
0344300000001619,16435,Vuurlanddreef,Utrecht,Weg
0344300000002303,16438,Vuurvlindersingel,Utrecht,Weg
0344300000001277,16430,W.A. Vultostraat,Utrecht,Weg
0344300000003333,16460,Waalstraat,Utrecht,Weg
0344300000001620,16490,Wagendwarsstraat,Utrecht,Weg
0344300000000780,16494,Wageningseberg,Utrecht,Weg
0344300000000554,16500,Wagenstraat,Utrecht,Weg
0344300000002503,16517,Walcheren,Utrecht,Weg
0344300000000555,16520,Waldeck Pyrmontkade,Utrecht,Weg
0344300000002917,16540,Wallesteinlaan,Utrecht,Weg
0344300000000556,16550,Walnootstraat,Utrecht,Weg
0344300000002221,17851,Walravestraat,De Meern,Weg
0344300000001633,16555,Walserijstraat,Utrecht,Weg
0344300000002504,16560,Walsteeg,Utrecht,Weg
0344300000002382,7800,Walter Kollolaan,Utrecht,Weg
0344300000000557,16570,Wanninkhoflaan,Utrecht,Weg
0344300000001783,16573,Wapendragervlinder,Utrecht,Weg
0344300000002505,16580,Warmoesstraat,Utrecht,Weg
0344300000001621,16584,Washingtondreef,Utrecht,Weg
0344300000001776,16586,Waterbieslaan,Vleuten,Weg
0344300000000558,16587,Waterhoenhof,Utrecht,Weg
0344300000003636,16588,Waterlinieweg,Utrecht,Weg
0344300000001198,18609,Waterloobrug,Utrecht,Kunstwerk
0344300000003341,16589,Waterpoort,Utrecht,Weg
0344300000000559,16590,Waterstraat,Utrecht,Weg
0344300000001993,16595,Watertuinlaan,Vleuten,Weg
0344300000003521,19522,Waterwinpark,Utrecht,Landschappelijk gebied
0344300000002506,16610,Wattlaan,Utrecht,Weg
0344300000002323,17852,Waver,De Meern,Weg
0344300000000560,16630,Wed,Utrecht,Weg
0344300000003152,16632,Weegbreeweg,Vleuten,Weg
0344300000001199,18610,Weerdbrug,Utrecht,Kunstwerk
0344300000001330,16640,Weerdsingel O.Z.,Utrecht,Weg
0344300000000561,16650,Weerdsingel W.Z.,Utrecht,Weg
0344300000002507,16660,Weeresteinlaan,Utrecht,Weg
0344300000002347,16665,Weerschijnvlinder,Utrecht,Weg
0344300000001200,18611,Weesbrug,Utrecht,Kunstwerk
0344300000000562,16670,Weg der Verenigde Naties,Utrecht,Weg
0344300000003513,16675,Weg naar Parkwijk,Utrecht,Weg
0344300000000563,16680,Weg naar Rhijnauwen,Utrecht,Weg
0344300000003682,16671,Weg naar 't Zand,Utrecht,Weg
0344300000002508,16690,Weg tot de Wetenschap,Utrecht,Weg
0344300000003876,25038,Weg van Kiev,Utrecht,Weg
0344300000000704,16710,Weltevredenstraat,Utrecht,Weg
0344300000001905,16725,Wenenpromenade,Utrecht,Weg
0344300000001976,16738,Wereldtuinenlaan,Vleuten,Weg
0344300000000705,16740,Werfsteeg,Utrecht,Weg
0344300000000706,16750,Werkspoorplein,Utrecht,Weg
0344300000000707,5710,Werner Helmichstraat,Utrecht,Weg
0344300000002759,16755,Werradreef,Utrecht,Weg
0344300000003556,3062,Wessel Couzijnstraat,Utrecht,Weg
0344300000001622,16770,Westdijklaan,Utrecht,Weg
0344300000000708,16780,Westerdijk,Utrecht,Weg
0344300000000709,16800,Westerkade,Utrecht,Weg
0344300000002222,17853,Westerlengte,De Meern,Weg
0344300000001379,16810,Westerstraat,Utrecht,Weg
0344300000000710,16811,Westfalen,Utrecht,Weg
0344300000001623,16820,Westinghousestraat,Utrecht,Weg
0344300000003448,17113,Westkanaaldijk,Utrecht,Weg
0344300000003347,15,Westlandsetuin,Utrecht,Weg
0344300000000711,16812,Westplein,Utrecht,Weg
0344300000002166,16827,Westraklaan,Utrecht,Weg
0344300000000712,16830,Westravenstraat,Utrecht,Weg
0344300000003120,17003,Wetering,Vleuten,Weg
0344300000002114,17032,Wethouder de Greeflaan,Haarzuilens,Weg
0344300000000713,12370,Wethouder D.M. Plompstraat,Utrecht,Weg
0344300000002336,17855,Wethouder Gerssenlaan,De Meern,Weg
0344300000000714,16860,Wevelaan,Utrecht,Weg
0344300000002918,16870,Wezerdreef,Utrecht,Weg
0344300000003543,16685,Wibautstraat,Utrecht,Weg
0344300000000715,16890,Wichmannlaan,Utrecht,Weg
0344300000000716,16900,Wickenburglaan,Utrecht,Weg
0344300000001624,16910,Wielingenplein,Utrecht,Weg
0344300000003596,16920,Wielingenstraat,Utrecht,Weg
0344300000003082,17856,Wiericke,De Meern,Weg
0344300000003299,17188,Wijde Begijnehof,Utrecht,Weg
0344300000001654,17190,Wijde Begijnestraat,Utrecht,Weg
0344300000000717,17200,Wijde Doelen,Utrecht,Weg
0344300000000718,17210,Wijde Watersteeg,Utrecht,Weg
0344300000001309,17205,Wijdepoort thans Mariastraat,Utrecht,Weg
0344300000000719,17214,Wijnbesplantsoen,Utrecht,Weg
0344300000000720,17215,Wijnbesstraat,Utrecht,Weg
0344300000000721,17220,Wijnesteinlaan,Utrecht,Weg
0344300000001844,17004,Wijnland,Vleuten,Weg
0344300000003177,17005,Wilderveld,Vleuten,Weg
0344300000002708,16941,Wilgenhoutvlinder,Utrecht,Weg
0344300000001777,16942,Wilgenrooslaan,Vleuten,Weg
0344300000001845,17006,Wilhelminalaan,Vleuten,Weg
0344300000001413,18220,Wilhelminapark,Utrecht,Landschappelijk gebied
0344300000000722,16960,Wilhelminapark,Utrecht,Weg
0344300000000723,780,Willem Arntszkade,Utrecht,Weg
0344300000002930,1130,Willem Barentszstraat,Utrecht,Weg
0344300000000726,17620,Willem de Zwijgerplantsoen,Utrecht,Weg
0344300000001625,17630,Willem de Zwijgerstraat,Utrecht,Weg
0344300000000724,3803,Willem Dreeslaan,Utrecht,Weg
0344300000002605,5851,Willem Frederik Hermansstraat,Utrecht,Weg
0344300000000725,5620,Willem Hedastraat,Utrecht,Weg
0344300000002720,7625,Willem Klooslaan,De Meern,Weg
0344300000002356,3951,Willem Pieter van Dijllaan,Utrecht,Weg
0344300000001183,18588,Willem Royaardsbrug,Utrecht,Kunstwerk
0344300000001264,13925,Willem Schuylenburglaan,Utrecht,Weg
0344300000002128,14113,Willem Sluyterstraat,Utrecht,Weg
0344300000002561,60,Willem van Abcoudeplein,Utrecht,Weg
0344300000003431,18613,Willem van Noortbrug,Utrecht,Kunstwerk
0344300000000727,11030,Willem van Noortplein,Utrecht,Weg
0344300000002919,11040,Willem van Noortstraat,Utrecht,Weg
0344300000003834,19540,Willem-Alexanderpark,Utrecht,Landschappelijk gebied
0344300000000728,16970,Willemsplantsoen,Utrecht,Weg
0344300000000729,16980,Willemstraat,Utrecht,Weg
0344300000001201,18612,Willemsviaduct,Utrecht,Kunstwerk
0344300000001762,16985,Williamsperenlaan,Vleuten,Weg
0344300000002305,17007,Willibrordpad,Vleuten,Weg
0344300000003807,11047,Willy Posthumushaghe,Utrecht,Weg
0344300000002562,14275,Wim Sonneveldlaan,Utrecht,Weg
0344300000003126,17857,Windstilte,De Meern,Weg
0344300000003552,16995,Wingerdplaats,Utrecht,Weg
0344300000002100,17858,Winkel,De Meern,Weg
0344300000001626,17020,Winklerlaan,Utrecht,Weg
0344300000000730,17025,Winnipegdreef,Utrecht,Weg
0344300000002223,17859,Winter,De Meern,Weg
0344300000000731,17040,Winterboeidreef,Utrecht,Weg
0344300000002350,17235,Winterkersstraat,Utrecht,Weg
0344300000001985,17237,Wintertuinlaan,Vleuten,Weg
0344300000000732,17050,Winthontlaan,Utrecht,Weg
0344300000003679,17860,Witte de Withstraat,De Meern,Weg
0344300000001202,18614,Wittevrouwenbrug,Utrecht,Kunstwerk
0344300000001627,17080,Wittevrouwenkade,Utrecht,Weg
0344300000002563,17090,Wittevrouwensingel,Utrecht,Weg
0344300000000733,17100,Wittevrouwenstraat,Utrecht,Weg
0344300000000553,2090,W.J. Bossenbroekstraat,Utrecht,Weg
0344300000002224,17861,Woerdlaan,De Meern,Weg
0344300000000854,17110,Wolfaartssteeg thans Springweg,Utrecht,Weg
0344300000001628,17120,Wolff en Dekenplein,Utrecht,Weg
0344300000002596,12091,Wolfgang Pauliweg,Utrecht,Weg
0344300000000734,17130,Wolfstraat,Utrecht,Weg
0344300000000735,17140,Wolgadreef,Utrecht,Weg
0344300000002225,17862,Wolkendek,De Meern,Weg
0344300000002564,5890,Wolter Heukelslaan,Utrecht,Weg
0344300000000736,17150,Wolvenplein,Utrecht,Weg
0344300000003597,17160,Wolvenstraat,Utrecht,Weg
0344300000002324,17863,Wolweverslaan,De Meern,Weg
0344300000001829,17163,Woudsenderraklaan,Utrecht,Weg
0344300000002177,17165,Woudwetering,Utrecht,Weg
0344300000002565,17170,Wulpstraat,Utrecht,Weg
0344300000000737,17180,Wulverhorstlaan,Utrecht,Weg
0344300000000738,17240,Xenophonlaan,Utrecht,Weg
0344300000002566,17250,Yalelaan,Utrecht,Weg
0344300000000739,17253,Yavaridreef,Utrecht,Weg
0344300000002567,17256,Yokohamadreef,Utrecht,Weg
0344300000000740,17280,Zaagmolenkade,Utrecht,Weg
0344300000000741,17300,Zaanstraat,Utrecht,Weg
0344300000002941,6830,Zacharias Jansenstraat,Utrecht,Weg
0344300000002568,17310,Zadelstraat,Utrecht,Weg
0344300000003881,25043,Zagrebstraat,Utrecht,Weg
0344300000000742,17318,Zakkendragershof,Utrecht,Weg
0344300000000743,17320,Zakkendragerssteeg,Utrecht,Weg
0344300000002920,17330,Zambesidreef,Utrecht,Weg
0344300000001380,17340,Zamenhofdreef,Utrecht,Weg
0344300000001203,18615,Zandbrug,Utrecht,Kunstwerk
0344300000002569,17350,Zandhofsestraat,Utrecht,Weg
0344300000000744,17355,Zandlaan,Utrecht,Weg
0344300000001830,17358,Zandooghof,Utrecht,Weg
0344300000001629,17360,Zandpad,Utrecht,Weg
0344300000003394,17364,Zandweg,Utrecht,Weg
0344300000001427,17363,Zandweg,De Meern,Weg
0344300000000745,17370,Zebradreef,Utrecht,Weg
0344300000002570,17380,Zeedijk,Utrecht,Weg
0344300000002282,17051,Zeedistel,De Meern,Weg
0344300000000746,17390,Zeehaenkade,Utrecht,Weg
0344300000002713,17395,Zeekoethof,Utrecht,Weg
0344300000001630,17400,Zeelantlaan,Utrecht,Weg
0344300000002571,17405,Zeeltstraat,Utrecht,Weg
0344300000000747,17410,Zeemanlaan,Utrecht,Weg
0344300000002711,17416,Zeemeeuwhof,Utrecht,Weg
0344300000003112,17865,Zeilmakerslaan,De Meern,Weg
0344300000003037,17866,Zeldertpolder,De Meern,Weg
0344300000003334,17430,Zenithstraat,Utrecht,Weg
0344300000002335,17052,Zevenblad,De Meern,Weg
0344300000002921,17433,Zevenwouden,Utrecht,Weg
0344300000002226,17867,Ziende,De Meern,Weg
0344300000000748,17640,Zijdebalenstraat,Utrecht,Weg
0344300000002572,17650,Zijldiepstraat,Utrecht,Weg
0344300000002167,17655,Zijlsterraklaan,Utrecht,Weg
0344300000003127,17868,Zijpenberg,De Meern,Weg
0344300000001631,17670,Zijpestraat,Utrecht,Weg
