BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000000087,9025,Limalaan,Utrecht,Weg
0344300000003697,9026,Limapad,Utrecht,Weg
0344300000002260,17941,Lindehoeve,Vleuten,Weg
0344300000003705,9031,Lindenboslaan,Vleuten,Weg
0344300000003386,9030,Lindestraat,Utrecht,Weg
0344300000001360,9050,Lingestraat,Utrecht,Weg
0344300000002836,9060,Linnaeuslaan,Utrecht,Weg
0344300000001535,9070,Linnaeusstraat,Utrecht,Weg
0344300000003619,18554,Linschotenbrug,Utrecht,Kunstwerk
0344300000000088,9080,Linschotensingel,Utrecht,Weg
0344300000002698,1154,Lionel Barthof,Utrecht,Weg
0344300000003823,9099,Lippizanerstraat,Utrecht,Weg
0344300000000089,9100,Lipsosdreef,Utrecht,Weg
0344300000001773,9105,Lisdoddelaan,Vleuten,Weg
0344300000001909,9108,Lissabonpromenade,Utrecht,Weg
0344300000000875,9110,Lissensteyndreef,Utrecht,Weg
0344300000003817,9119,Livarstraat,Utrecht,Weg
0344300000001536,9120,Livingstonelaan,Utrecht,Weg
0344300000000876,9130,Liviuslaan,Utrecht,Weg
0344300000001907,9132,Ljubljanapromenade,Utrecht,Weg
0344300000003484,9295,Lloyd Webberhof,Utrecht,Weg
0344300000001667,2429,Lo Bruntpad,Utrecht,Weg
0344300000002315,17768,Lochemseberg,De Meern,Weg
0344300000002665,9135,Locomotiefstraat,Utrecht,Weg
0344300000000877,9150,Loderlaan,Utrecht,Weg
0344300000001712,9160,Lodewijk Napoleonplantsoen,Utrecht,Weg
0344300000002892,9170,Loeff Berchmakerstraat,Utrecht,Weg
0344300000002008,9171,Loenenseboslaan,De Meern,Weg
0344300000000879,9180,Loevenhoutsedijk,Utrecht,Weg
0344300000000880,9185,Lofoten,Utrecht,Weg
0344300000000881,9190,Loggerstraat,Utrecht,Weg
0344300000000882,9200,Lohengrindreef,Utrecht,Weg
0344300000001307,9210,Lomanlaan,Utrecht,Weg
0344300000000883,9213,Lombardije,Utrecht,Weg
0344300000000884,9220,Lombokstraat,Utrecht,Weg
0344300000001897,9225,Londenstraat,Utrecht,Weg
0344300000002369,19062,Loobrug,De Meern,Kunstwerk
0344300000001159,18555,Looierbrug,Utrecht,Kunstwerk
0344300000000885,9230,Looierstraat,Utrecht,Weg
0344300000000886,9240,Looplantsoen,Utrecht,Weg
0344300000000887,9260,Lorentzlaan,Utrecht,Weg
0344300000003093,17942,Loswal,Vleuten,Weg
0344300000000888,9267,Lotharingen,Utrecht,Weg
0344300000000889,9270,Lotsydreef,Utrecht,Weg
0344300000003797,1246,Lotte Beesekade,Utrecht,Weg
0344300000003814,767,Louis Armstrongboulevard,Utrecht,Weg
0344300000002652,766,Louis Armstronglaan,Utrecht,Weg
0344300000001663,2135,Louis Bouwmeesterlaan,Utrecht,Weg
0344300000000890,3050,Louis Couperusstraat,Utrecht,Weg
0344300000000891,3305,Louis Davidslaan,Utrecht,Weg
0344300000002331,17943,Louis Pasteurlaan,Vleuten,Weg
0344300000001537,13532,Louis Saalbornlaan,Utrecht,Weg
0344300000000892,2950,Louise de Colignystraat,Utrecht,Weg
0344300000002926,7393,Louise Kerlinghof,Utrecht,Weg
0344300000000893,9300,Lucasbolwerk,Utrecht,Weg
0344300000001160,18556,Lucasbrug,Utrecht,Kunstwerk
0344300000000894,1800,Luit Blomstraat,Utrecht,Weg
0344300000003815,9321,Lumbresplein,Utrecht,Weg
0344300000000895,9320,Lumbresstraat,Utrecht,Weg
0344300000001538,9324,Lumeyhof,Utrecht,Weg
0344300000000896,9325,Lumeystraat,Utrecht,Weg
0344300000001642,9327,Lundlaan,Utrecht,Weg
0344300000003313,9330,Lunenburchdreef,Utrecht,Weg
0344300000001539,9335,Lunettenbaan,Utrecht,Weg
0344300000001161,18557,Lunettenbrug,Utrecht,Kunstwerk
0344300000003858,25019,Lusitanopad,Utrecht,Weg
0344300000001885,17769,Luwte,De Meern,Weg
0344300000001902,9337,Luxemburgpromenade,Utrecht,Weg
0344300000003537,9336,Luzernevlinder,Utrecht,Weg
0344300000003487,9340,Luzernevlinderplateau,Utrecht,Weg
0344300000001700,7590,M. de Klerkstraat,Utrecht,Weg
0344300000000898,9900,M. van Meelstraat,Utrecht,Weg
0344300000000897,13440,M.A. de Ruyterstraat,Utrecht,Weg
0344300000003698,9407,Maansteenweg,Utrecht,Weg
0344300000001823,9410,Maanzaadstraat,Utrecht,Weg
0344300000001162,18558,Maarsbergerbrug,Utrecht,Kunstwerk
0344300000003837,6,Maarschalkerweerdpad,Utrecht,Weg
0344300000003859,25020,Maarschalkerweerdtunnel,Utrecht,Kunstwerk
0344300000002339,17105,Maarssenbroeksedijk,Utrecht,Weg
0344300000003808,9403,Maarssenseweg,Utrecht,Weg
0344300000003457,13871,Maarten Schrijverlaan,Utrecht,Weg
0344300000003435,18716,Maartendijksche Vaart,Utrecht,Water
0344300000003424,18559,Maartensbrug,Utrecht,Kunstwerk
0344300000002618,9405,Maartvlinder,Utrecht,Weg
0344300000003520,19521,Maaskantplantsoen,Utrecht,Weg
0344300000001540,9430,Maasplein,Utrecht,Weg
0344300000000900,9440,Maasstraat,Utrecht,Weg
0344300000002959,17770,Maatpolder,De Meern,Weg
0344300000003063,17771,Mabeliastraat,De Meern,Weg
0344300000003142,9448,Madameperenlaan,Vleuten,Weg
0344300000001393,9450,Madioenstraat,Utrecht,Weg
0344300000000901,9460,Madoerastraat,Utrecht,Weg
0344300000001910,9462,Madridstraat,Utrecht,Weg
0344300000000902,9470,Maetsuykerstraat,Utrecht,Weg
0344300000001308,6855,Magda Janssenslaan,Utrecht,Weg
0344300000001163,18560,Magdalenabrug,Utrecht,Kunstwerk
0344300000001394,9480,Magdalenastraat,Utrecht,Weg
0344300000000903,9490,Magelhaenlaan,Utrecht,Weg
0344300000000904,9500,Magnoliastraat,Utrecht,Weg
0344300000002780,9535,Mahonieplaats,Utrecht,Weg
0344300000001404,18207,Majellapark,Utrecht,Landschappelijk gebied
0344300000001395,9540,Majellapark,Utrecht,Weg
0344300000002669,19529,Majoor Bosshardtplantsoen,Utrecht,Landschappelijk gebied
0344300000000905,9550,Makassarstraat,Utrecht,Weg
0344300000000906,9560,Malakkastraat,Utrecht,Weg
0344300000002192,17772,Malberg,De Meern,Weg
0344300000003195,9570,Maliebaan,Utrecht,Weg
0344300000002922,9573,Maliebaanstation,Utrecht,Weg
0344300000001164,18561,Maliebrug,Utrecht,Kunstwerk
0344300000000907,9580,Maliesingel,Utrecht,Weg
0344300000003196,9590,Maliestraat,Utrecht,Weg
0344300000002790,9591,Maltezerhof,Utrecht,Weg
0344300000000908,9593,Managuadreef,Utrecht,Weg
0344300000000909,9596,Mandarijnstraat,Utrecht,Weg
0344300000003064,17773,Mandenmakerslaan,De Meern,Weg
0344300000003322,9598,Manegelaan,Utrecht,Weg
0344300000001541,9600,Manenburg,Utrecht,Weg
0344300000003197,9605,Maniladreef,Utrecht,Weg
0344300000000910,9610,Manitobadreef,Utrecht,Weg
0344300000002710,9615,Mantelmeeuwhof,Utrecht,Weg
0344300000002894,9620,Marburglaan,Utrecht,Weg
0344300000003049,2815,Marc Chagallstraat,Utrecht,Weg
0344300000000911,12430,Marco Pololaan,Utrecht,Weg
0344300000003198,9640,Marconistraat,Utrecht,Weg
0344300000001798,908,Marcus Aurelius,De Meern,Weg
0344300000002193,17774,Marelaan,De Meern,Weg
0344300000003854,25016,Marga Klompébrug,Utrecht,Kunstwerk
0344300000003696,7635,Marga Klompésingel,Utrecht,Weg
0344300000001542,12040,Margaretha van Parmadreef,Utrecht,Weg
0344300000003804,10373,Maria Montessorikade,Utrecht,Weg
0344300000003781,13413,Maria Rutgershaghe,Utrecht,Weg
0344300000003731,15155,Maria Theresiadreef,Utrecht,Weg
0344300000003732,6191,Maria van Hongarijedreef,Utrecht,Weg
0344300000000913,12900,Maria van Reedestraat,Utrecht,Weg
0344300000001543,9650,Mariahoek,Utrecht,Weg
0344300000003199,9660,Mariaplaats,Utrecht,Weg
0344300000000914,9670,Mariastraat,Utrecht,Weg
0344300000002933,3150,Marie Curielaan,Utrecht,Weg
0344300000003782,7027,Marie Jungiushaghe,Utrecht,Weg
0344300000003200,9690,Mariëndaalstraat,Utrecht,Weg
0344300000001817,15704,Marinus van Tyruslaan,Utrecht,Weg
0344300000002966,9832,Marinus van Tyrusviaduct,Utrecht,Kunstwerk
0344300000000915,9700,Marislaan,Utrecht,Weg
0344300000002022,9705,Marjoleinweg,Utrecht,Weg
0344300000002316,17775,Marketentsterlaan,De Meern,Weg
0344300000001165,18562,Marksbrug,Utrecht,Kunstwerk
0344300000000916,9710,Markstraat,Utrecht,Weg
0344300000003456,9716,Marmerplein,Utrecht,Weg
0344300000000917,9717,Marmerstraat,Utrecht,Weg
0344300000003201,9720,Marnedreef,Utrecht,Weg
0344300000001166,18563,Marnixbrug,Utrecht,Kunstwerk
0344300000000918,9730,Marnixlaan,Utrecht,Weg
0344300000000919,9740,Marokkodreef,Utrecht,Weg
0344300000003202,9750,Marowijnedreef,Utrecht,Weg
0344300000000920,9760,Marshalllaan,Utrecht,Weg
0344300000000921,9775,Marsstraat,Utrecht,Weg
0344300000002040,9776,Marten Toonderstraat,Utrecht,Weg
0344300000001228,9777,Martin-ovenweg,Utrecht,Weg
0344300000002636,11125,Martinus Nijhoffsingel,De Meern,Weg
0344300000003783,17419,Mary Zeldenrusthaghe,Utrecht,Weg
0344300000000922,9800,Maskarenen,Utrecht,Weg
0344300000003165,9785,Maskerbloemlaan,Vleuten,Weg
0344300000003203,9810,Massegast,Utrecht,Weg
0344300000002001,9811,Mastboslaan,Vleuten,Weg
0344300000003150,9818,Mattenbieslaan,Vleuten,Weg
0344300000001361,9815,Matterhorn,Utrecht,Weg
0344300000002184,9825,Maupertuusplein,Utrecht,Weg
0344300000000923,9835,Mauritiuslaan,Utrecht,Weg
0344300000002095,17776,Mauritslaan,De Meern,Weg
0344300000002360,19502,Mauritspark,De Meern,Landschappelijk gebied
0344300000002895,9840,Mauritsstraat,Utrecht,Weg
0344300000002675,4232,Max Ernstlaan,Utrecht,Weg
0344300000003019,4234,Max Velthuijsstraat,Utrecht,Weg
0344300000003726,19537,Máximapark,Vleuten,Landschappelijk gebied
0344300000003725,19539,Máximapark,Utrecht,Landschappelijk gebied
0344300000003727,19538,Máximapark,De Meern,Landschappelijk gebied
0344300000003204,9848,Mayadreef,Utrecht,Weg
0344300000003607,9870,Mecklenburglaan,Utrecht,Weg
0344300000000924,9880,Medanstraat,Utrecht,Weg
0344300000003205,9890,Medusadreef,Utrecht,Weg
0344300000003468,19063,Meentbrug,De Meern,Kunstwerk
0344300000003459,19503,Meentpark,De Meern,Landschappelijk gebied
0344300000002194,17777,Meentweg,De Meern,Weg
0344300000001544,9907,Meerkoethof,Utrecht,Weg
0344300000002370,19064,Meernbrug,De Meern,Kunstwerk
0344300000002295,17778,Meerndijk,De Meern,Weg
0344300000003721,9908,Meernhof,De Meern,Weg
0344300000000925,9909,Meervalstraat,Utrecht,Weg
0344300000000926,9930,Meidoornstraat,Utrecht,Weg
0344300000002581,10093,Meijewetering,Utrecht,Weg
0344300000001545,9950,Mekongdreef,Utrecht,Weg
0344300000003206,14770,Melis Stokestraat,Utrecht,Weg
0344300000002131,10103,Melissekade,Utrecht,Weg
0344300000002195,17779,Melkmeisjeslaan,De Meern,Weg
0344300000003728,9963,Melkzwamsingel,Vleuten,Weg
0344300000001362,9960,Meloenstraat,Utrecht,Weg
0344300000000927,9965,Menadostraat,Utrecht,Weg
0344300000002896,9970,Mendelssohnstraat,Utrecht,Weg
0344300000003007,2144,Menno ter Braakstraat,Utrecht,Weg
0344300000000928,2930,Menno van Coehoornstraat,Utrecht,Weg
0344300000001814,9974,Mercatorlaan,Utrecht,Weg
0344300000000929,9975,Mercuriushof,Utrecht,Weg
0344300000002616,16991,Meredith Willsonstraat,Utrecht,Weg
0344300000001168,18565,Merelbrug,Utrecht,Kunstwerk
0344300000002019,9980,Merelhof,Utrecht,Weg
0344300000003207,9990,Merelstraat,Utrecht,Weg
0344300000003065,17780,Mereveldlaan,De Meern,Weg
0344300000002196,17781,Mereveldplein,De Meern,Weg
0344300000001546,10000,Mereveldseweg,Utrecht,Weg
0344300000003066,17782,Meridiaan,De Meern,Weg
0344300000000930,10010,Meridiaanstraat,Utrecht,Weg
0344300000000931,10020,Merkesstraat,Utrecht,Weg
0344300000003208,10040,Merwedekade,Utrecht,Weg
0344300000001211,18717,Merwedekanaal,Utrecht,Water
0344300000003298,10045,Merwedeplantsoen,Utrecht,Weg
0344300000001311,10050,Merwedestraat,Utrecht,Weg
0344300000003040,17945,Mesdaglaan,Vleuten,Weg
0344300000000932,10060,Mesdaglaan,Utrecht,Weg
0344300000003294,18718,Mesonhaven,Utrecht,Water
0344300000000933,10070,Mesonweg,Utrecht,Weg
0344300000003209,10075,Meteoorhof,Utrecht,Weg
0344300000003109,17106,Meteorenweg,Utrecht,Weg
0344300000000934,10105,Mexicodreef,Utrecht,Weg
0344300000003606,2410,M.G. de Bruinlaan,Utrecht,Weg
0344300000002735,6285,Mgr. Hoogveldplein,Utrecht,Weg
0344300000000935,16840,Mgr. van de Weteringstraat,Utrecht,Weg
0344300000002893,15500,M.H. Trompstraat,Utrecht,Weg
0344300000003210,10107,Miamidreef,Utrecht,Weg
0344300000000936,10110,Midasdreef,Utrecht,Weg
0344300000003464,18752,Middelwetering,Vleuten,Water
0344300000002762,10116,Middenburcht,Vleuten,Weg
0344300000002172,10113,Middenwetering,Utrecht,Weg
0344300000003802,1654,Mien Bladergroenhaghe,Utrecht,Weg
0344300000003801,1656,Mien Bladergroenpad,Utrecht,Weg
0344300000003799,13432,Mien Ruyshaghe,Utrecht,Weg
0344300000003800,13433,Mien Ruyskade,Utrecht,Weg
0344300000003054,10115,Mierikswortelstraat,Utrecht,Weg
0344300000002041,13436,Mies Bouhuysstraat,Utrecht,Weg
0344300000000937,10130,Mignondreef,Utrecht,Weg
0344300000003211,10580,Mijdrechtstraat,Utrecht,Weg
0344300000003034,17783,Mijndenpolder,De Meern,Weg
0344300000002656,3301,Miles Davisstraat,Utrecht,Weg
0344300000000938,10140,Milosdreef,Utrecht,Weg
0344300000000939,10145,Miltenburgstraat,Utrecht,Weg
0344300000001426,10147,Mimosastraat,Utrecht,Weg
0344300000001547,10150,Minahassastraat,Utrecht,Weg
0344300000003212,10155,Minaretdreef,Utrecht,Weg
0344300000003425,18566,Minbrug,Utrecht,Kunstwerk
0344300000000940,10160,Minervaplein,Utrecht,Weg
0344300000000941,10170,Mineurslaan,Utrecht,Weg
0344300000003213,10177,Minhof,Utrecht,Weg
0344300000000942,16120,Minister de Visserstraat,Utrecht,Weg
0344300000001548,15030,Minister Talmastraat,Utrecht,Weg
0344300000003214,10180,Minkade,Utrecht,Weg
0344300000003027,10185,Minorpad,De Meern,Weg
0344300000003608,10190,Minrebroederstraat,Utrecht,Weg
0344300000003215,10200,Minstraat,Utrecht,Weg
0344300000002897,10210,Minstreellaan,Utrecht,Weg
0344300000001212,18719,Minstroom,Utrecht,Water
0344300000001312,10240,Mississippidreef,Utrecht,Weg
0344300000002197,17784,Mistral,De Meern,Weg
0344300000003524,8791,Mitch Leighhof,Utrecht,Weg
0344300000000943,10253,Moeder Teresalaan,Utrecht,Weg
0344300000003560,10272,Moerasvaren,Vleuten,Weg
0344300000001549,10260,Moerbeistraat,Utrecht,Weg
0344300000002755,10261,Moersbergen,Vleuten,Weg
0344300000002292,17785,Moesson,De Meern,Weg
0344300000003323,10270,Moesstraat,Utrecht,Weg
0344300000001968,10275,Moestuinlaan,Vleuten,Weg
0344300000002987,10276,Moestuinplaats,Vleuten,Weg
0344300000000944,10280,Moezeldreef,Utrecht,Weg
0344300000003216,10290,Moldaudreef,Utrecht,Weg
0344300000000945,10300,Molenbeekstraat,Utrecht,Weg
0344300000000946,10310,Molengraaffplantsoen,Utrecht,Weg
0344300000002578,10315,Molenpark,Utrecht,Weg
0344300000003102,17786,Molenpolder,De Meern,Weg
0344300000002163,10318,Molenrakhof,Utrecht,Weg
0344300000002317,17787,Molensteijn,De Meern,Weg
0344300000000947,10320,Molenstraat,Utrecht,Weg
0344300000003496,10335,Molenwerfhof,Utrecht,Weg
0344300000000948,10330,Molenwerfsteeg,Utrecht,Weg
0344300000003218,10340,Molièrelaan,Utrecht,Weg
0344300000002298,10353,Molukkenstraat,Utrecht,Weg
0344300000003653,10355,Monarchvlinderlaan,Utrecht,Weg
0344300000003094,17946,Mondriaanerf,Vleuten,Weg
0344300000001824,18620,Monicabrug,Utrecht,Kunstwerk
0344300000002741,10361,Monicahof,Utrecht,Weg
0344300000000949,10370,Monnetlaan,Utrecht,Weg
0344300000002125,10371,Monnikeraklaan,Utrecht,Weg
0344300000000950,10372,Montalbaendreef,Utrecht,Weg
0344300000003219,10376,Montevideodreef,Utrecht,Weg
0344300000000951,10380,Montfoortlaan,Utrecht,Weg
0344300000000952,10390,Montrealdreef,Utrecht,Weg
0344300000001405,18208,Moreelsepark,Utrecht,Landschappelijk gebied
0344300000000953,10400,Moreelsepark,Utrecht,Weg
0344300000001169,18567,Moreelseviaduct,Utrecht,Kunstwerk
0344300000003220,10410,Morelstraat,Utrecht,Weg
0344300000002198,17788,Morgenstond,De Meern,Weg
0344300000003018,10411,Moskeeplein,Utrecht,Weg
0344300000002025,10412,Mosterdweg,Utrecht,Weg
0344300000001759,10416,Mostperenlaan,Vleuten,Weg
0344300000000954,10420,Moutstraat,Utrecht,Weg
0344300000001170,18568,Mozartbrug,Utrecht,Kunstwerk
0344300000001550,10430,Mozartlaan,Utrecht,Weg
0344300000000899,9040,M.P. Lindostraat,Utrecht,Weg
0344300000001231,18222,Mr. J.M.M. Hamersplantsoen,Utrecht,Landschappelijk gebied
0344300000000778,5414,Mr. J.M.M. Hamersplantsoen,Utrecht,Weg
0344300000001711,14010,Mr. Sickeszlaan,Utrecht,Weg
0344300000003221,15470,Mr. Tripkade,Utrecht,Weg
0344300000000760,10435,Muiderslotlaan,Utrecht,Weg
0344300000003302,18225,Muiderslotplantsoen,Utrecht,Landschappelijk gebied
0344300000002898,10440,Muiderslotplantsoen,Utrecht,Weg
0344300000000955,10460,Mulderstraat,Utrecht,Weg
0344300000002262,17947,Multatulistraat,Vleuten,Weg
0344300000001552,10498,Münsterlaan,Utrecht,Weg
0344300000001171,18569,Muntbrug,Utrecht,Kunstwerk
0344300000002061,10500,Muntkade,Utrecht,Weg
0344300000001313,10510,Muntsteeg,Utrecht,Weg
0344300000000956,10520,Muntstraat,Utrecht,Weg
0344300000001172,18570,Museumbrug,Utrecht,Kunstwerk
0344300000003222,10530,Museumlaan,Utrecht,Weg
0344300000003523,10531,Musicalkade,Utrecht,Weg
0344300000002691,10535,Musicallaan,Utrecht,Weg
0344300000001551,10540,Musketierlaan,Utrecht,Weg
0344300000003006,10556,Muurkaspad,Utrecht,Weg
0344300000002017,10555,Muurkasstraat,Utrecht,Weg
0344300000003675,17044,Muurkruid,De Meern,Weg
0344300000000957,10560,Muylenborchdreef,Utrecht,Weg
0344300000000958,10570,Muyskenweg,Utrecht,Weg
0344300000003564,18373,Muziekplein,Utrecht,Weg
0344300000003223,10590,Mykonosdreef,Utrecht,Weg
0344300000000959,10595,Mytylweg,Utrecht,Weg
0344300000003067,17789,Naamrijk,De Meern,Weg
0344300000000960,10600,Naberlaan,Utrecht,Weg
0344300000001229,10605,Nabuccodreef,Utrecht,Weg
0344300000003224,10610,Nachtegaalstraat,Utrecht,Weg
0344300000002346,10614,Nachtvlinderplantsoen,Utrecht,Weg
0344300000001363,10620,Nansenlaan,Utrecht,Weg
0344300000000961,10630,Narcisstraat,Utrecht,Weg
0344300000003024,10640,Nassaustraat,Utrecht,Weg
0344300000002263,17948,Nassaustraat,Vleuten,Weg
0344300000000962,10650,Nataldreef,Utrecht,Weg
0344300000003225,10649,Nathanaëlspoort,Utrecht,Weg
0344300000003812,2946,Nat'King'Colestraat,Utrecht,Weg
0344300000001314,10653,Nautilusweg,Utrecht,Weg
0344300000000963,10660,Nauwe Blindesteeg,Utrecht,Weg
0344300000001281,10665,Nauwe Watersteeg,Utrecht,Weg
0344300000000964,10670,Naxosdreef,Utrecht,Weg
0344300000000965,10680,Nebraskadreef,Utrecht,Weg
0344300000000966,10690,Neckardreef,Utrecht,Weg
0344300000002376,18753,Nedereindsche Wetering,Utrecht,Water
0344300000003465,18758,Nedereindseplas,Utrecht,Water
0344300000002290,17115,Nedereindseweg,Utrecht,Weg
0344300000003784,9204,Neeltje Lokersehaghe,Utrecht,Weg
0344300000003785,9206,Neeltje Lokersekade,Utrecht,Weg
0344300000003737,10703,Neerlandiakade,Utrecht,Weg
0344300000003022,10700,Nel Schuttevaêrstraat,Utrecht,Weg
0344300000001190,18597,Nel Stantsbrug,Utrecht,Kunstwerk
0344300000001644,18618,Nelson Mandelabrug,Utrecht,Kunstwerk
0344300000003609,10705,Neptunusstraat,Utrecht,Weg
0344300000003342,10710,Nestordreef,Utrecht,Weg
0344300000001364,10720,Neude,Utrecht,Weg
0344300000000967,10740,Neutronweg,Utrecht,Weg
0344300000000968,10750,Nevadadreef,Utrecht,Weg
0344300000000969,10753,New Yorkdreef,Utrecht,Weg
0344300000000761,10752,Newtonlaan,Utrecht,Weg
0344300000003116,10754,Niasstraat,Utrecht,Weg
0344300000000971,10755,Nicaraguadreef,Utrecht,Weg
0344300000001739,3755,Nico Dostalstraat,Utrecht,Weg
0344300000001553,1270,Nicolaas Beetsstraat,Utrecht,Weg
0344300000001259,13420,Nicolaas Ruychaverstraat,Utrecht,Weg
0344300000000972,14310,Nicolaas Sopingiusstraat,Utrecht,Weg
0344300000000973,10760,Nicolaasdwarsstraat,Utrecht,Weg
0344300000000974,10770,Nicolaaskerkhof,Utrecht,Weg
0344300000000975,10780,Nicolaasstraat,Utrecht,Weg
0344300000000976,10790,Nicolaasweg,Utrecht,Weg
0344300000000977,1855,Niels Bohrweg,Utrecht,Weg
0344300000000978,10800,Nieuw-Amsterdamlaan,Utrecht,Weg
0344300000002355,17949,Nieuwe Boomgaard,Vleuten,Weg
0344300000001676,10810,Nieuwe Daalstraat,Utrecht,Weg
0344300000002058,18721,Nieuwe Gracht,Utrecht,Water
0344300000000979,10825,Nieuwe Houtenseweg,Utrecht,Weg
0344300000000981,10850,Nieuwe Keizersgracht,Utrecht,Weg
0344300000002899,10860,Nieuwe Koekoekstraat,Utrecht,Weg
0344300000000982,10863,Nieuwe Pijlsweerdstraat,Utrecht,Weg
0344300000003131,17950,Nieuwe Vaart,Vleuten,Weg
0344300000000983,10820,Nieuwegracht,Utrecht,Weg
0344300000002342,10821,Nieuwegracht aan de Werf,Utrecht,Weg
0344300000000984,10830,Nieuwekade,Utrecht,Weg
0344300000000980,10840,Nieuwekamp,Utrecht,Weg
0344300000002173,10864,Nieuwewetering,Utrecht,Weg
0344300000000985,10880,Nieuwlichtstraat,Utrecht,Weg
0344300000003642,10890,Nieuwravenstraat,Utrecht,Weg
0344300000000986,10900,Niftarlakeplantsoen,Utrecht,Weg
0344300000001332,18226,Niftarlakeplantsoen,Utrecht,Landschappelijk gebied
0344300000003226,10910,Nigerdreef,Utrecht,Weg
0344300000000987,11090,Nijenoord,Utrecht,Weg
0344300000003610,11100,Nijenrodelaan,Utrecht,Weg
0344300000001554,11110,Nijenrodeplantsoen,Utrecht,Weg
0344300000001234,18227,Nijenrodeplantsoen,Utrecht,Landschappelijk gebied
0344300000001173,18571,Nijeveldbrug,Utrecht,Kunstwerk
0344300000003227,11120,Nijeveldsingel,Utrecht,Weg
0344300000000988,11135,Nijlandlaan,Utrecht,Weg
0344300000000989,11140,Nijldreef,Utrecht,Weg
0344300000003134,18371,Nijntje Pleintje,Utrecht,Weg
0344300000001315,11143,Nijverheidskade,Utrecht,Weg
0344300000001555,11145,Nijverheidsweg,Utrecht,Weg
0344300000003105,17045,Nirrewortel,De Meern,Weg
0344300000003095,17951,Nobel Hoeve,Vleuten,Weg
0344300000003228,10920,Nobeldwarsstraat,Utrecht,Weg
0344300000000990,10930,Nobelstraat,Utrecht,Weg
0344300000002116,10949,Nolenshof,Utrecht,Weg
0344300000000991,10950,Nolenslaan,Utrecht,Weg
0344300000001316,10960,Noltheniusstraat,Utrecht,Weg
0344300000000992,10980,Noordeindestraat,Utrecht,Weg
0344300000002199,17790,Noorderbreedte,De Meern,Weg
0344300000003620,18572,Noorderbrug,Utrecht,Kunstwerk
0344300000002592,10975,Noorderburcht,Vleuten,Weg
0344300000002318,17791,Noorderlicht,De Meern,Weg
0344300000003664,17792,Noorderplaat,De Meern,Weg
0344300000003229,10985,Noordersluis,Utrecht,Weg
0344300000000993,10990,Noorderstraat,Utrecht,Weg
0344300000001417,10992,Noordertunnel,Utrecht,Weg
0344300000002649,10993,Noordhout,Vleuten,Weg
0344300000001406,18209,Noordse Park,Utrecht,Landschappelijk gebied
0344300000003230,11010,Noordse Parklaan,Utrecht,Weg
0344300000000994,11020,Noordzeestraat,Utrecht,Weg
0344300000002023,11025,Nootmuskaatweg,Utrecht,Weg
0344300000000995,11052,Normadreef,Utrecht,Weg
0344300000000996,11053,Normandië,Utrecht,Weg
0344300000003231,11055,Notebomenhof,Utrecht,Weg
0344300000000997,11060,Notebomenlaan,Utrecht,Weg
0344300000000998,11070,Nucleonenweg,Utrecht,Weg
0344300000003720,11072,Nyevelthof,De Meern,Weg
0344300000003068,17793,Nyeveltstraat,De Meern,Weg
0344300000003232,11150,Oasedreef,Utrecht,Weg
0344300000000999,11160,Obbinklaan,Utrecht,Weg
0344300000003233,11170,Oberondreef,Utrecht,Weg
0344300000002299,11173,Obihof,Utrecht,Weg
0344300000002900,11180,Obrechtstraat,Utrecht,Weg
0344300000003181,17024,Ockhuizerweg,Haarzuilens,Weg
0344300000002107,17952,Odenveltlaan,Vleuten,Weg
0344300000003114,17953,Odenveltpark,Vleuten,Weg
0344300000001000,11190,Oderdreef,Utrecht,Weg
0344300000003324,11191,Oeral,Utrecht,Weg
0344300000002792,11201,Oesterzwam,Vleuten,Weg
0344300000001001,11192,Oeverpad,Utrecht,Weg
0344300000001778,11194,Oeverzeggelaan,Vleuten,Weg
0344300000003234,11193,Offerhausweg,Utrecht,Weg
0344300000001556,11200,Okapidreef,Utrecht,Weg
0344300000001002,11210,Okkernootstraat,Utrecht,Weg
0344300000001003,11215,Oklahomadreef,Utrecht,Weg
0344300000001365,11225,Oldambt,Utrecht,Weg
0344300000003821,11239,Oldenburgerstraat,Utrecht,Weg
0344300000001557,11240,Oleanderstraat,Utrecht,Weg
0344300000001004,11270,Olijfboomstraat,Utrecht,Weg
0344300000003235,11250,Olmstraat,Utrecht,Weg
0344300000003611,11937,Olof Palmelaan,Utrecht,Weg
0344300000002901,11260,Oltmansstraat,Utrecht,Weg
0344300000001317,11275,Olympus,Utrecht,Weg
0344300000003236,11280,Omloop,Utrecht,Weg
0344300000001005,11290,Ondiep,Utrecht,Weg
0344300000001006,11292,Ondiep-Zuidzijde,Utrecht,Weg
0344300000001558,11300,Ontariodreef,Utrecht,Weg
0344300000003237,11320,Ooftstraat,Utrecht,Weg
0344300000001007,11323,Ooievaarhof,Utrecht,Weg
0344300000001174,18573,Oorsprongbrug,Utrecht,Kunstwerk
0344300000003238,11330,Oorsprongpark,Utrecht,Weg
0344300000001008,11340,Oortlaan,Utrecht,Weg
0344300000001009,11350,Oostbroekselaan,Utrecht,Weg
0344300000003239,11370,Oosterkade,Utrecht,Weg
0344300000001010,11380,Oosterleestraat,Utrecht,Weg
0344300000002200,17794,Oosterlengte,De Meern,Weg
0344300000001011,11390,Oosterstraat,Utrecht,Weg
